0,14.0
1,12.0
2,28.0
3,8.0
4,13.0
5,9.0
6,13.0
7,13.0
8,9.0
9,15.0
10,14.0
11,17.0
12,9.0
13,12.0
14,13.0
15,11.0
16,20.0
17,10.0
18,16.0
19,9.0
20,10.0
21,14.0
22,19.0
23,13.0
24,12.0
25,8.0
26,23.0
27,17.0
28,30.0
29,16.0
30,14.0
31,19.0
32,9.0
33,10.0
34,12.0
35,9.0
36,17.0
37,11.0
38,19.0
39,9.0
40,12.0
41,10.0
42,8.0
43,12.0
44,10.0
45,13.0
46,12.0
47,11.0
48,12.0
49,13.0
50,10.0
51,15.0
52,11.0
53,11.0
54,33.0
55,11.0
56,10.0
57,13.0
58,12.0
59,13.0
60,10.0
61,12.0
62,16.0
63,10.0
64,16.0
65,24.0
66,10.0
67,11.0
68,17.0
69,14.0
70,9.0
71,12.0
72,11.0
73,19.0
74,21.0
75,12.0
76,64.0
77,25.0
78,27.0
79,27.0
80,22.0
81,23.0
82,18.0
83,17.0
84,21.0
85,81.0
86,21.0
87,20.0
88,17.0
89,51.0
90,22.0
91,28.0
92,31.0
93,26.0
94,27.0
95,23.0
96,23.0
97,35.0
98,48.0
99,29.0
100,26.0
101,23.0
102,26.0
103,19.0
104,28.0
105,40.0
106,105.0
107,40.0
108,34.0
109,47.0
110,31.0
111,31.0
112,35.0
113,31.0
114,28.0
115,53.0
116,36.0
117,16.0
118,31.0
119,32.0
120,27.0
121,41.0
122,43.0
123,13.0
124,54.0
125,29.0
126,38.0
127,54.0
128,34.0
129,35.0
130,67.0
131,51.0
132,76.0
133,42.0
134,100.0
135,25.0
136,222.0
137,56.0
138,107.0
139,49.0
140,50.0
141,81.0
142,120.0
143,55.0
144,146.0
145,130.0
146,113.0
147,112.0
148,213.0
149,110.0
150,252.0
151,275.0
152,277.0
153,234.0
154,275.0
155,171.0
156,206.0
157,329.0
158,97.0
159,212.0
160,207.0
161,196.0
162,187.0
163,181.0
164,386.0
165,175.0
166,225.0
167,221.0
168,159.0
169,236.0
170,211.0
171,195.0
172,204.0
173,234.0
174,230.0
175,226.0
176,165.0
177,13.0
178,250.0
179,196.0
180,212.0
181,184.0
182,227.0
183,191.0
184,250.0
185,130.0
186,222.0
187,248.0
188,255.0
189,500.0
190,228.0
191,210.0
192,171.0
193,205.0
194,65.0
195,207.0
196,192.0
197,237.0
198,97.0
199,243.0
200,39.0
201,168.0
202,175.0
203,183.0
204,214.0
205,115.0
206,195.0
207,212.0
208,321.0
209,246.0
210,81.0
211,182.0
212,269.0
213,287.0
214,165.0
215,185.0
216,205.0
217,233.0
218,208.0
219,190.0
220,200.0
221,203.0
222,34.0
223,197.0
224,51.0
225,198.0
226,183.0
227,203.0
228,209.0
229,235.0
230,233.0
231,207.0
232,407.0
233,198.0
234,197.0
235,88.0
236,208.0
237,211.0
238,257.0
239,52.0
240,188.0
241,177.0
242,275.0
243,235.0
244,213.0
245,142.0
246,306.0
247,16.0
248,242.0
249,229.0
250,171.0
251,444.0
252,220.0
253,185.0
254,143.0
255,247.0
256,24.0
257,393.0
258,294.0
259,213.0
260,254.0
261,214.0
262,229.0
263,255.0
264,229.0
265,101.0
266,277.0
267,342.0
268,39.0
269,271.0
270,283.0
271,301.0
272,140.0
273,70.0
274,67.0
275,206.0
276,245.0
277,247.0
278,183.0
279,258.0
280,266.0
281,430.0
282,205.0
283,92.0
284,242.0
285,239.0
286,207.0
287,331.0
288,210.0
289,297.0
290,231.0
291,216.0
292,200.0
293,231.0
294,277.0
295,216.0
296,170.0
297,146.0
298,225.0
299,207.0
300,249.0
301,242.0
302,304.0
303,331.0
304,69.0
305,475.0
306,252.0
307,244.0
308,251.0
309,55.0
310,245.0
311,246.0
312,231.0
313,270.0
314,253.0
315,301.0
316,203.0
317,273.0
318,328.0
319,150.0
320,232.0
321,146.0
322,499.0
323,126.0
324,308.0
325,217.0
326,248.0
327,200.0
328,281.0
329,254.0
330,79.0
331,263.0
332,226.0
333,243.0
334,279.0
335,291.0
336,457.0
337,274.0
338,313.0
339,367.0
340,264.0
341,298.0
342,396.0
343,316.0
344,124.0
345,268.0
346,257.0
347,288.0
348,243.0
349,308.0
350,216.0
351,297.0
352,349.0
353,329.0
354,222.0
355,226.0
356,285.0
357,46.0
358,194.0
359,292.0
360,210.0
361,351.0
362,92.0
363,251.0
364,376.0
365,327.0
366,239.0
367,307.0
368,444.0
369,329.0
370,210.0
371,32.0
372,500.0
373,383.0
374,323.0
375,420.0
376,251.0
377,375.0
378,235.0
379,500.0
380,135.0
381,415.0
382,500.0
383,163.0
384,271.0
385,136.0
386,500.0
387,155.0
388,120.0
389,257.0
390,168.0
391,287.0
392,348.0
393,24.0
394,500.0
395,193.0
396,500.0
397,353.0
398,356.0
399,303.0
400,416.0
401,500.0
402,439.0
403,208.0
404,39.0
405,392.0
406,446.0
407,26.0
408,254.0
409,294.0
410,216.0
411,245.0
412,242.0
413,144.0
414,257.0
415,399.0
416,500.0
417,500.0
418,500.0
419,500.0
420,500.0
421,400.0
422,451.0
423,500.0
424,467.0
425,267.0
426,15.0
427,500.0
428,191.0
429,500.0
430,345.0
431,414.0
432,228.0
433,225.0
434,500.0
435,278.0
436,167.0
437,267.0
438,267.0
439,199.0
440,237.0
441,12.0
442,274.0
443,271.0
444,221.0
445,222.0
446,236.0
447,131.0
448,124.0
449,332.0
450,301.0
451,430.0
452,429.0
453,253.0
454,243.0
455,215.0
456,246.0
457,328.0
458,152.0
459,342.0
460,296.0
461,217.0
462,500.0
463,87.0
464,206.0
465,318.0
466,500.0
467,500.0
468,241.0
469,53.0
470,278.0
471,500.0
472,260.0
473,292.0
474,216.0
475,490.0
476,459.0
477,351.0
478,344.0
479,141.0
480,301.0
481,220.0
482,33.0
483,140.0
484,249.0
485,192.0
486,288.0
487,243.0
488,234.0
489,210.0
490,209.0
491,218.0
492,231.0
493,186.0
494,211.0
495,197.0
496,199.0
497,176.0
498,58.0
499,150.0
500,202.0
501,224.0
502,238.0
503,241.0
504,203.0
505,167.0
506,166.0
507,199.0
508,183.0
509,194.0
510,19.0
511,149.0
512,296.0
513,247.0
514,270.0
515,236.0
516,239.0
517,81.0
518,200.0
519,241.0
520,229.0
521,240.0
522,198.0
523,230.0
524,209.0
525,205.0
526,223.0
527,230.0
528,214.0
529,178.0
530,220.0
531,201.0
